"inputName","outputName"
"Trillium rugelii","Trillium rugelii"
"Trillium scouleri","Trillium scouleri"
"Trillium sessile","Trillium sessile"
"Trillium simile","Trillium simile"
"Trillium stamineum","Trillium stamineum"
"Trillium sulcatum","Trillium sulcatum"
"Trillium tennesseense","Trillium tennesseense"
"Trillium pusillum var. texanum","Trillium texanum"
"Trillium underwoodii","Trillium underwoodii"
"Trillium vaseyi","Trillium vaseyi"
"Trillium viride","Trillium viride"
"Trillium viridescens","Trillium viridescens"
"Trimezia martinicensis","Trimezia martinicensis"
"Triphora latifolia","Triphora amazonica"
"Triphora craigheadii","Triphora craigheadii"
"Triphora gentianoides","Triphora gentianoides"
"Triphora trianthophoros","Triphora trianthophora"
"Triphora rickettii","Triphora yucatanensis"
"Erianthus ravennae","Tripidium ravennae"
"Ripidium ravennae","Tripidium ravennae"
"Saccharum ravennae","Tripidium ravennae"
"Triplasis americana","Triplasis americana"
"Triplasis purpurea","Triplasis purpurea"
"Triplasis purpurea var. purpurea","Triplasis purpurea var. purpurea"
"Tripogon spicatus","Tripogon spicatus"
"Tripsacum dactyloides","Tripsacum dactyloides"
"Tripsacum floridanum","Tripsacum floridanum"
"Tripsacum lanceolatum","Tripsacum lanceolatum"
"Trisetum aureum","Trisetum aureum"
"Trisetum canescens","Trisetum canescens"
"Trisetum flavescens","Trisetum flavescens"
"Trisetum glomeratum","Trisetum glomeratum"
"Koeleria inaequalis","Trisetum inaequale"
"Sphenopholis interrupta","Trisetum interruptum"
"Sphenopholis interrupta ssp. californica","Trisetum interruptum var. californicum"
"Graphephorum melicoides","Trisetum melicoides"
"Koeleria vaseyi","Trisetum montanum"
"Trisetum spicatum ssp. montanum","Trisetum montanum var. montanum"
"Trisetum montanum var. shearii","Trisetum montanum var. shearii"
"Sibirotrisetum sibiricum","Trisetum sibiricum"
"Sibirotrisetum sibiricum ssp. litorale","Trisetum sibiricum ssp. litorale"
"Sibirotrisetum sibiricum ssp. sibiricum","Trisetum sibiricum ssp. sibiricum"
"Koeleria spicata","Trisetum spicatum"
"Graphephorum wolfii","Trisetum wolfii"
"Trisetum orthochaetum","Trisetum x orthochaetum"
"Triteleia bridgesii","Triteleia bridgesii"
"Triteleia clementina","Triteleia clementina"
"Brodiaea crocea","Triteleia crocea"
"Triteleia dudleyi","Triteleia dudleyi"
"Triteleia grandiflora","Triteleia grandiflora"
"Brodiaea hendersonii","Triteleia hendersonii"
"Triteleia hyacinthina","Triteleia hyacinthina"
"Triteleia lilacina","Triteleia hyacinthina var. greenei"
"Triteleia hyacinthina","Triteleia hyacinthina var. hyacinthina"
"Triteleia ixioides","Triteleia ixioides"
"Triteleia ixioides ssp. anilina","Triteleia ixioides ssp. anilina"
"Triteleia ixioides ssp. cookii","Triteleia ixioides ssp. cookii"
"Triteleia ixioides ssp. ixioides","Triteleia ixioides ssp. ixioides"
"Triteleia ixioides ssp. scabra","Triteleia ixioides ssp. scabra"
"Triteleia ixioides ssp. uniofolia","Triteleia ixioides ssp. uniofolia"
"Brodiaea laxa","Triteleia laxa"
"Triteleia lemmoniae","Triteleia lemmoniae"
"Triteleia lugens","Triteleia lugens"
"Triteleia gracilis","Triteleia montana"
"Triteleia peduncularis","Triteleia peduncularis"
"Triteleia piutensis","Triteleia piutensis"
"Triteleia versicolor","Triteleia versicolor"
"Triteleiopsis palmeri","Triteleiopsis palmeri"
"Triticum aestivum","Triticum aestivum"
"Triticum durum","Triticum durum"
"Triticum spelta","Triticum spelta"
"Triticum turgidum","Triticum turgidum"
"Tropidia polystachya","Tropidia polystachya"
"Orcuttia greenei","Tuctoria greenei"
"Orcuttia mucronata","Tuctoria mucronata"
"Tulipa gesneriana","Tulipa gesneriana"
"Tulipa sylvestris","Tulipa sylvestris"
"Typha angustifolia","Typha angustifolia"
"Typha angustifolia x Typha domingensis","Typha angustifolia x Typha domingensis"
"Typha domingensis","Typha domingensis"
"Typha x provincialis","Typha domingensis x Typha latifolia"
"Typha latifolia","Typha latifolia"
"Typha laxmannii","Typha laxmannii"
"Typha angustifolia x Typha latifolia","Typha x glauca"
"Uncinia brevicaulis","Uncinia brevicaulis"
"Uncinia hamata","Uncinia hamata"
"Uncinia uncinata","Uncinia uncinata"
"Uniola paniculata","Uniola paniculata"
"Brachiaria ciliatissima","Urochloa ciliatissima"
"Panicum maximum","Urochloa maxima"
"Urochloa mosambicensis","Urochloa mosambicensis"
"Brachiaria mutica","Urochloa mutica"
"Panicum muticum","Urochloa mutica"
"Urochloa panicoides","Urochloa panicoides"
"Brachiaria ramosa","Urochloa ramosa"
"Panicum ramosum","Urochloa ramosa"
"Uvularia floridana","Uvularia floridana"
"Uvularia grandiflora","Uvularia grandiflora"
"Uvularia perfoliata","Uvularia perfoliata"
"Uvularia puberula","Uvularia puberula"
"Uvularia sessilifolia","Uvularia sessilifolia"
"Deschampsia atropurpurea","Vahlodea atropurpurea"
"Vahlodea atropurpurea ssp. latifolia","Vahlodea atropurpurea"
"Vallisneria americana","Vallisneria americana"
"Vallisneria spiralis","Vallisneria spiralis"
"Vanilla barbellata","Vanilla barbellata"
"Vanilla dilloniana","Vanilla dilloniana"
"Vanilla mexicana","Vanilla mexicana"
"Vanilla phaeantha","Vanilla phaeantha"
"Vanilla pompona","Vanilla pompona"
"Vaseyochloa multinervosa","Vaseyochloa multinervosa"
"Ventenata dubia","Ventenata dubia"
"Veratrum album","Veratrum album"
"Veratrum album ssp. album","Veratrum album ssp. album"
"Veratrum album var. oxysepalum","Veratrum album ssp. oxysepalum"
"Veratrum californicum","Veratrum californicum"
"Veratrum californicum var. californicum","Veratrum californicum var. californicum"
"Veratrum californicum var. caudatum","Veratrum californicum var. caudatum"
"Veratrum fimbriatum","Veratrum fimbriatum"
"Veratrum insolitum","Veratrum insolitum"
"Veratrum viride","Veratrum viride"
"Veratrum eschscholtzii","Veratrum viride var. eschscholzianum"
"Veratrum viride ssp. eschscholtzii","Veratrum viride var. eschscholzianum"
"Veratrum viride","Veratrum viride var. viride"
"Veratrum viride ssp. viride","Veratrum viride var. viride"
"Chrysopogon zizanioides","Vetiveria zizanioides"
"Festuca bromoides","Vulpia bromoides"
"Festuca dertonensis","Vulpia bromoides"
"Vulpia ciliata","Vulpia ciliata"
"Festuca sciurea","Vulpia elliotea"
"Vulpia sciurea","Vulpia elliotea"
"Festuca microstachys","Vulpia microstachys"
"Vulpia microstachys var. ciliata","Vulpia microstachys var. ciliata"
"Vulpia microstachys var. confusa","Vulpia microstachys var. confusa"
"Vulpia microstachys var. microstachys","Vulpia microstachys var. microstachys"
"Vulpia microstachys var. pauciflora","Vulpia microstachys var. pauciflora"
"Festuca megalura","Vulpia myuros"
"Festuca myuros","Vulpia myuros"
"Vulpia megalura","Vulpia myuros"
"Vulpia myuros var. hirsuta","Vulpia myuros"
"Festuca octoflora","Vulpia octoflora"
"Festuca octoflora var. tenella","Vulpia octoflora var. glauca"
"Vulpia octoflora var. tenella","Vulpia octoflora var. glauca"
"Festuca octoflora ssp. hirtella","Vulpia octoflora var. hirtella"
"Festuca octoflora var. hirtella","Vulpia octoflora var. hirtella"
"Festuca octoflora var. octoflora","Vulpia octoflora var. octoflora"
"Washingtonia filifera","Washingtonia filifera"
"Washingtonia robusta","Washingtonia robusta"
"Watsonia borbonica","Watsonia borbonica"
"Watsonia meriana","Watsonia meriana"
"Willkommia texana","Willkommia texana"
"Willkommia texana var. texana","Willkommia texana var. texana"
"Wolffia arrhiza","Wolffia arrhiza"
"Wolffia borealis","Wolffia borealis"
"Wolffia braziliensis","Wolffia brasiliensis"
"Wolffia papulifera","Wolffia brasiliensis"
"Wolffia punctata","Wolffia brasiliensis"
"Wolffia columbiana","Wolffia columbiana"
"Wolffia globosa","Wolffia globosa"
"Wolffiella floridana","Wolffiella gladiata"
"Wolffiella lingulata","Wolffiella lingulata"
"Wolffiella oblonga","Wolffiella oblonga"
"x Achnella caduca","x Achnella caduca"
"x Agropogon lutosus","x Agropogon littoralis"
"x Duarctopoa labradorica","x Dupoa labradorica"
"x Elyhordeum arcuatum","x Elyhordeum arcuatum"
"x Elyhordeum californicum","x Elyhordeum californicum"
"x Elyhordeum chatangensis","x Elyhordeum chatangensis"
"x Elyhordeum dakotense","x Elyhordeum dakotense"
"x Elyhordeum iowense","x Elyhordeum iowense"
"Elymus macounii","x Elyhordeum macounii"
"Elymus x macounii","x Elyhordeum macounii"
"x Agrohordeum macounii","x Elyhordeum macounii"
"x Elyhordeum montanense","x Elyhordeum montanense"
"x Elyhordeum pilosilemma","x Elyhordeum pilosilemma"
"x Elyhordeum schaackianum","x Elyhordeum schaackianum"
"x Elyhordeum stebbinsianum","x Elyhordeum stebbinsianum"
"x Elyleymus aleuticus","x Elyleymus aleuticus"
"Elymus aristatus","x Elyleymus aristatus"
"x Elyleymus colvillensis","x Elyleymus colvillensis"
"x Agroelymus hirtiflorus","x Elyleymus hirtiflorus"
"x Elyleymus jamesensis","x Elyleymus jamesensis"
"x Agroelymus turneri","x Elyleymus turneri"
"x Elyleymus uclueletensis","x Elyleymus uclueletensis"
"x Elyleymus ungavensis","x Elyleymus ungavensis"
"x Leydeum dutillyanum","x Leydeum dutillyanum"
"Elymus x saxicolus","x Pseudelymus saxicola"
"x Pucciphippsia vacillans","x Pucciphippsia vacillans"
"Xanthosoma hoffmannii","Xanthosoma hoffmannii"
"Xanthosoma sagittifolium","Xanthosoma sagittifolium"
"Xerophyllum asphodeloides","Xerophyllum asphodeloides"
"Xerophyllum tenax","Xerophyllum tenax"
"Xyris ambigua","Xyris ambigua"
"Xyris baldwiniana","Xyris baldwiniana"
"Xyris brevifolia","Xyris brevifolia"
"Xyris caroliniana","Xyris caroliniana"
"Xyris chapmanii","Xyris chapmanii"
"Xyris complanata","Xyris complanata"
"Xyris correlliorum","Xyris correlliorum"
"Xyris difformis","Xyris difformis"
"Xyris curtissii","Xyris difformis var. curtissii"
"Xyris difformis var. difformis","Xyris difformis var. difformis"
"Xyris floridana","Xyris difformis var. floridana"
"Xyris drummondii","Xyris drummondii"
"Xyris elliottii","Xyris elliottii"
"Xyris fimbriata","Xyris fimbriata"
"Xyris flabelliformis","Xyris flabelliformis"
"Xyris isoetifolia","Xyris isoetifolia"
"Xyris jupicai","Xyris jupicai"
"Xyris laxifolia","Xyris laxifolia"
"Xyris iridifolia","Xyris laxifolia var. iridifolia"
"Xyris longisepala","Xyris longisepala"
"Xyris stricta var. obscura","Xyris louisianica"
"Xyris montana","Xyris montana"
"Xyris panacea","Xyris panacea"
"Xyris platylepis","Xyris platylepis"
"Xyris scabrifolia","Xyris scabrifolia"
"Xyris serotina","Xyris serotina"
"Xyris congdonii","Xyris smalliana"
"Xyris stricta var. stricta","Xyris stricta"
"Xyris tennesseensis","Xyris tennesseensis"
"Xyris torta","Xyris torta"
"Yucca aloifolia","Yucca aloifolia"
"Yucca angustissima","Yucca angustissima"
"Yucca angustissima var. angustissima","Yucca angustissima var. angustissima"
"Yucca angustissima var. avia","Yucca angustissima var. avia"
"Yucca kanabensis","Yucca angustissima var. kanabensis"
"Yucca toftiae","Yucca angustissima var. toftiae"
"Yucca arkansana","Yucca arkansana"
"Yucca baccata","Yucca baccata"
"Yucca baccata var. baccata","Yucca baccata var. baccata"
"Yucca x schottii","Yucca baccata var. brevifolia"
"Yucca baileyi","Yucca baileyi"
"Yucca baileyi var. baileyi","Yucca baileyi var. baileyi"
"Yucca intermedia","Yucca baileyi var. intermedia"
"Yucca baileyi var. navajoa","Yucca baileyi var. navajoa"
"Yucca brevifolia var. brevifolia","Yucca brevifolia"
"Yucca campestris","Yucca campestris"
"Yucca carrii","Yucca carrii"
"Yucca cernua","Yucca cernua"
"Yucca constricta","Yucca constricta"
"Yucca elata","Yucca elata"
"Yucca elata","Yucca elata var. elata"
"Yucca utahensis","Yucca elata var. utahensis"
"Yucca verdiensis","Yucca elata var. verdiensis"
"Yucca faxoniana","Yucca faxoniana"
"Yucca filamentosa","Yucca filamentosa"
"Yucca glauca","Yucca glauca"
"Yucca gloriosa","Yucca gloriosa"
"Yucca harrimaniae","Yucca harrimaniae"
"Yucca harrimaniae var. gilbertiana","Yucca harrimaniae var. harrimaniae"
"Yucca neomexicana","Yucca harrimaniae var. neomexicana"
"Yucca sterilis","Yucca harrimaniae var. sterilis"
"Yucca brevifolia var. jaegeriana","Yucca jaegeriana"
"Yucca louisianensis","Yucca louisianensis"
"Yucca necopina","Yucca necopina"
"Yucca pallida","Yucca pallida"
"Yucca reverchonii","Yucca reverchonii"
"Yucca rupicola","Yucca rupicola"
"Yucca schidigera","Yucca schidigera"
"Yucca madrensis","Yucca schottii"
"Yucca x schottii","Yucca schottii"
"Yucca tenuistyla","Yucca tenuistyla"
"Yucca thompsoniana","Yucca thompsoniana"
"Yucca torreyi","Yucca torreyi"
"Yucca treculeana","Yucca treculeana"
"Yucca treculeana var. succulenta","Yucca treculeana var. succulenta"
"Yucca treculeana var. treculeana","Yucca treculeana var. treculeana"
"Hesperoyucca whipplei","Yucca whipplei"
"Zannichellia palustris","Zannichellia palustris"
"Zantedeschia aethiopica","Zantedeschia aethiopica"
"Zea mays","Zea mays"
"Zea mays ssp. mays","Zea mays ssp. mays"
"Zea mays ssp. parviglumis","Zea mays ssp. parviglumis"
"Zea mays ssp. mexicana","Zea mexicana"
"Zea perennis","Zea perennis"
"Zephyranthes atamasco","Zephyranthes atamasca"
"Zephyranthes atamasca","Zephyranthes atamasca var. atamasca"
"Zephyranthes atamasco","Zephyranthes atamasca var. atamasca"
"Zephyranthes atamasco var. atamasco","Zephyranthes atamasca var. atamasca"
"Zephyranthes atamasco var. treatiae","Zephyranthes atamasca var. treatiae"
"Zephyranthes treatiae","Zephyranthes atamasca var. treatiae"
"Zephyranthes candida","Zephyranthes candida"
"Zephyranthes citrina","Zephyranthes citrina"
"Zephyranthes grandiflora","Zephyranthes grandiflora"
"Zephyranthes longifolia","Zephyranthes longifolia"
"Zephyranthes puertoricensis","Zephyranthes puertoricensis"
"Zephyranthes pulchella","Zephyranthes pulchella"
"Zephyranthes refugiensis","Zephyranthes refugiensis"
"Zephyranthes rosea","Zephyranthes rosea"
"Zephyranthes simpsonii","Zephyranthes simpsonii"
"Zeuxine strateumatica","Zeuxine strateumatica"
"Zigadenus brevibracteatus","Zigadenus brevibracteatus"
"Anticlea elegans","Zigadenus elegans"
"Zygadenus elegans","Zigadenus elegans"
"Toxicoscordion exaltatum","Zigadenus exaltatus"
"Toxicoscordion fontanum","Zigadenus fontanus"
"Zigadenus micranthus var. fontanus","Zigadenus fontanus"
"Zigadenus fremontii","Zigadenus fremontii"
"Zigadenus glaberrimus","Zigadenus glaberrimus"
"Zigadenus micranthus","Zigadenus micranthus"
"Anticlea mogollonensis","Zigadenus mogollonensis"
"Toxicoscordion paniculatum","Zigadenus paniculatus"
"Anticlea elegans ssp. vaginata","Zigadenus vaginatus"
"Anticlea vaginata","Zigadenus vaginatus"
"Anticlea vaginatus","Zigadenus vaginatus"
"Toxicoscordion venenosum","Zigadenus venenosus"
"Toxicoscordion gramineum","Zigadenus venenosus var. gramineus"
"Toxicoscordion venenosum var. gramineum","Zigadenus venenosus var. gramineus"
"Toxicoscordion venenosum var. venenosum","Zigadenus venenosus var. venenosus"
"Anticlea virescens","Zigadenus virescens"
"Zingiber zerumbet","Zingiber zerumbet"
"Zizania aquatica","Zizania aquatica"
"Zizania aquatica var. aquatica","Zizania aquatica var. aquatica"
"Zizania aquatica var. brevis","Zizania aquatica var. brevis"
"Zizania palustris","Zizania palustris"
"Zizania aquatica var. interior","Zizania palustris var. interior"
"Zizania aquatica var. angustifolia","Zizania palustris var. palustris"
"Zizania texana","Zizania texana"
"Zizaniopsis miliacea","Zizaniopsis miliacea"
"Nanozostera japonica","Zostera japonica"
"Zostera marina","Zostera marina"
"Zoysia japonica","Zoysia japonica"
"Zoysia matrella","Zoysia matrella"
"Zoysia matrella var. matrella","Zoysia matrella var. matrella"
"Zoysia matrella var. tenuifolia","Zoysia matrella var. tenuifolia"
"Zoysia pacifica","Zoysia pacifica"
"Draba aprica","Abdra aprica"
"Draba brachycarpa","Abdra brachycarpa"
"Abelia x grandiflora","Abelia x grandiflora"
"Abelmoschus esculentus","Abelmoschus esculentus"
"Abelmoschus manihot","Abelmoschus manihot"
"Abelmoschus moschatus","Abelmoschus moschatus"
"Abronia alpina","Abronia alpina"
"Abronia ameliae","Abronia ameliae"
"Abronia ammophila","Abronia ammophila"
"Abronia angustifolia","Abronia angustifolia"
"Abronia glabrifolia","Abronia argillosa"
"Abronia bigelovii","Abronia bigelovii"
"Abronia carletonii","Abronia carletonii"
"Abronia elliptica","Abronia elliptica"
"Abronia fragrans var. fragrans","Abronia fragrans"
"Abronia gracilis","Abronia gracilis"
"Abronia insularis","Abronia insularis"
"Abronia latifolia","Abronia latifolia"
"Abronia macrocarpa","Abronia macrocarpa"
"Abronia maritima","Abronia maritima"
"Abronia mellifera","Abronia mellifera"
"Abronia minor","Abronia minor"
"Abronia nana","Abronia nana"
"Abronia nana ssp. covillei","Abronia nana var. covillei"
"Abronia nana var. nana","Abronia nana var. nana"
"Abronia neurophylla","Abronia neurophylla"
"Abronia pogonantha","Abronia pogonantha"
"Abronia exalata","Abronia turbinata"
"Abronia orbiculata","Abronia turbinata"
"Abronia umbellata","Abronia umbellata"
"Abronia umbellata var. breviflora","Abronia umbellata ssp. breviflora"
"Abronia umbellata var. umbellata","Abronia umbellata ssp. umbellata"
"Abronia villosa","Abronia villosa"
"Abronia villosa var. aurita","Abronia villosa var. aurita"
"Abronia villosa var. villosa","Abronia villosa var. villosa"
"Abrus precatorius","Abrus precatorius"
"Abutilon abutiloides","Abutilon abutiloides"
"Abutilon auritum","Abutilon auritum"
"Abutilon californicum","Abutilon berlandieri"
"Abutilon eremitopetalum","Abutilon eremitopetalum"
"Abutilon fruticosum","Abutilon fruticosum"
"Abutilon grandifolium","Abutilon grandifolium"
"Abutilon hirtum","Abutilon hirtum"
"Abutilon commutatum","Abutilon hulseanum"
"Abutilon hypoleucum","Abutilon hypoleucum"
"Abutilon incanum","Abutilon incanum"
"Abutilon indicum","Abutilon indicum"
"Abutilon malacum","Abutilon malacum"
"Abutilon menziesii","Abutilon menziesii"
"Abutilon sonorae","Abutilon mollicomum"
"Abutilon palmeri","Abutilon palmeri"
"Abutilon parishii","Abutilon parishii"
"Abutilon parvulum","Abutilon parvulum"
"Abutilon permolle","Abutilon permolle"
